abstract_and_press_evidence_fetch_2026-09-24.txt	36019	2026-09-24T06:32:29.104496504Z
baron_200ml_u_straw_datasheet.pdf	139093	2026-09-24T06:30:31.658116719Z
baron_200ml_u_straw_datasheet.txt	6827	2026-09-24T06:30:31.677116579Z
chitaka_2020_publisher_page.txt	10366	2026-09-24T06:32:49.261385781Z
current_regulatory_guidance_fetch_2026-09-24.txt	25025	2026-09-24T06:34:34.529255941Z
denmark_order_681_2020_fcm.pdf	647739	2026-09-24T06:27:54.706599017Z
denmark_order_681_2020_fcm.txt	54717	2026-09-24T06:28:18.933287706Z
ekn_2025_jeon_korea_summary.html	44376	2026-09-24T06:31:23.606839712Z
eu_2026_ppwr_guidance.pdf	0	2026-09-24T06:31:42.052751494Z
eu_directive_2019_904_sup.pdf	0	2026-09-24T06:31:41.434754450Z
eu_ppwr_2025_40.html	0	2026-09-24T06:30:36.269082573Z
eu_regulation_2025_40_ppwr.pdf	0	2026-09-24T06:31:41.348754861Z
eu_sup_directive_2019_904.html	0	2026-09-24T06:30:36.358081915Z
federal_register_2025_31703_pfas_fcns.pdf	184670	2026-09-24T06:31:41.806752674Z
federal_register_2025_31703_pfas_fcns.txt	29547	2026-09-24T06:31:41.820752607Z
franz_mensch_421001_datasheet.pdf	159292	2026-09-24T06:27:48.594677560Z
franz_mensch_421001_datasheet.txt	3534	2026-09-24T06:28:18.648291368Z
gutierrez_2019_paper_straw_mechanics.pdf	848099	2026-09-24T06:30:34.890092784Z
gutierrez_2019_paper_straw_mechanics.txt	65945	2026-09-24T06:30:34.958092281Z
huhtamaki_PSRB_datasheet.pdf	245928	2026-09-24T06:27:47.894686556Z
huhtamaki_PSRB_datasheet.txt	2011	2026-09-24T06:28:18.613291818Z
iso_18188_2016_preview.pdf	337599	2026-09-24T06:27:46.198708350Z
iso_18188_2016_preview.txt	22177	2026-09-24T06:28:18.735290250Z
jeon_2025_korea_pfas_straws.html	3038	2026-09-24T06:31:22.299845963Z
moy_2021_malaysia_straw_lca.pdf	2356327	2026-09-24T06:30:36.135083566Z
moy_2021_malaysia_straw_lca.txt	107612	2026-09-24T06:30:36.184083203Z
official_regulatory_pages_fetch_2026-09-24.txt	45124	2026-09-24T06:32:02.840640771Z
publisher_metadata_fetch_2026-09-24.txt	78622	2026-09-24T06:32:14.374577418Z
sig_2021_paper_straw_portfolio.pdf	208598	2026-09-24T06:30:33.966099627Z
sig_2021_paper_straw_portfolio.txt	5810	2026-09-24T06:30:33.976099553Z
sig_xslimbloc.html	362568	2026-09-24T06:30:37.489073539Z
taylor_francis_2023_boisacq_press_release.html	105837	2026-09-24T06:31:21.826848225Z
tetrapak_2019_lca_paper_plastic_straws.pdf	1538607	2026-09-24T06:28:03.862481366Z
tetrapak_2019_lca_paper_plastic_straws.txt	134044	2026-09-24T06:28:18.580292242Z
timshina_2021_pfas_straws.pdf	417131	2026-09-24T06:27:49.088671213Z
timshina_2021_pfas_straws.txt	32641	2026-09-24T06:28:18.693290790Z
unep_2021_single_use_tableware_lca.pdf	239	2026-09-24T06:27:50.700650499Z
unep_2021_single_use_tableware_lca_retry.pdf	239	2026-09-24T06:28:27.444178342Z
unep_2021_tableware_official_fetch.txt	10175	2026-09-24T06:33:18.453376861Z
